customer_id,age,salary,experience_years,department,performance_score,remote_work_days,satisfaction
669,40,77187,18,IT,92.1,1,1
670,46,27984,4,Marketing,67.6,1,7
671,60,48039,31,Marketing,78.9,5,5
672,28,100431,0,Finance,69.6,0,5
673,35,98691,22,Marketing,84.0,3,1
674,64,73606,36,Finance,61.6,1,9
675,29,25616,7,HR,83.9,3,1
676,26,117665,12,IT,76.4,3,5
677,27,65072,7,Marketing,67.3,4,10
678,61,39574,22,IT,73.0,0,9
679,34,18430,0,IT,93.4,3,4
680,55,27676,23,IT,76.7,0,8
681,24,25816,34,HR,66.6,4,6
682,63,47733,23,Sales,60.5,0,3
683,30,100680,16,Marketing,81.1,1,4
684,57,17050,4,Sales,77.4,3,2
685,59,48933,19,Sales,83.3,0,1
686,26,39951,20,Sales,57.5,2,8
687,67,47413,39,IT,60.9,0,1
688,44,49801,30,Finance,88.8,3,1
689,19,70619,35,IT,79.0,4,4
690,22,47913,10,IT,81.4,4,10
691,46,55600,14,Sales,63.4,3,10
692,54,72775,18,IT,63.2,1,6
693,55,105816,6,Sales,86.9,1,9
694,36,105093,27,Finance,87.5,4,1
695,25,50400,4,Marketing,61.9,4,7
696,65,19494,4,Sales,59.6,3,10
697,62,95688,29,Finance,73.7,1,5
698,18,104431,31,Marketing,65.4,4,8
699,39,89691,7,HR,65.2,1,7
700,69,112419,9,Sales,60.0,4,4
701,34,58001,37,Sales,69.4,0,4
702,24,82364,31,HR,61.1,2,6
703,42,60028,27,HR,61.9,5,6
704,62,112659,16,Sales,78.6,0,9
705,21,52573,30,HR,74.3,5,5
706,53,15806,7,IT,80.8,4,8
707,23,71638,39,Marketing,55.2,2,5
708,48,44757,24,Marketing,75.1,2,2
709,36,49636,8,Marketing,99.9,4,6
710,61,95097,1,IT,70.5,4,9
711,56,63280,14,HR,84.9,1,3
712,44,39262,2,Finance,84.8,4,1
713,27,95435,35,HR,85.4,3,1
714,43,77211,3,Sales,77.0,4,3
715,36,69842,13,Marketing,81.8,3,10
716,56,71979,24,HR,83.4,4,5
717,20,96470,9,Finance,82.6,1,3
718,62,53197,20,Sales,61.6,3,9
719,30,56844,35,IT,54.5,0,8
720,67,79754,11,IT,56.4,3,3
721,45,116868,26,Finance,71.8,1,9
722,37,49157,39,Sales,82.1,5,6
723,45,92129,1,Marketing,61.7,3,7
724,25,55042,12,HR,86.1,4,4
725,58,76665,31,Sales,69.0,4,4
726,56,97856,30,IT,69.1,5,2
727,18,42376,15,Finance,65.0,1,5
728,20,70554,31,Finance,52.4,2,8
729,30,29199,31,HR,77.8,4,7
730,45,96412,33,Finance,95.6,0,7
731,66,65948,10,Finance,74.2,1,6
732,42,88781,9,Sales,52.8,3,3
733,50,87750,14,Marketing,84.4,3,5
734,55,81262,16,HR,55.5,0,1
735,23,61600,39,Sales,60.5,4,7
736,61,91898,17,Marketing,72.1,1,9
737,62,77483,8,Sales,76.5,0,1
738,49,33297,24,Sales,62.9,4,2
739,62,45448,39,Finance,71.7,1,3
740,64,41172,13,Marketing,83.6,3,3
741,38,57874,24,HR,85.2,1,8
742,33,22657,21,HR,90.0,5,7
743,38,99386,29,Marketing,97.9,2,6
744,28,40425,19,Finance,84.7,1,10
745,54,41685,20,IT,72.4,2,10
746,53,39578,31,Sales,85.3,1,4
747,52,43831,20,Finance,80.6,2,9
748,36,22906,34,Marketing,81.1,5,1
749,37,76413,31,Sales,77.1,3,2
750,35,69028,29,HR,64.1,4,4
751,64,22287,38,IT,62.7,2,3
752,58,48660,11,HR,73.8,5,1
753,66,90758,17,Marketing,76.8,2,5
754,31,75504,20,Sales,66.8,3,7
755,32,74720,12,Marketing,80.1,2,2
756,48,117979,20,Sales,100.0,5,5
757,18,49701,7,Finance,54.1,5,6
758,20,98300,39,IT,82.0,0,7
759,33,32674,6,Finance,74.2,3,1
760,40,98560,22,Finance,80.4,0,7
761,28,38874,31,Marketing,69.8,3,4
762,29,58642,10,IT,73.2,2,8
763,27,112820,21,Sales,76.6,5,4
764,49,80160,21,Sales,71.4,0,6
765,33,32602,24,HR,56.8,2,9
766,25,118320,21,Sales,72.2,5,5
767,55,103801,27,Marketing,58.0,3,4
768,29,40931,28,Finance,82.8,5,8
769,41,109377,12,Finance,52.6,2,9
770,45,44192,17,Finance,87.3,0,4
771,25,61542,1,IT,80.2,0,3
772,45,57520,28,Sales,80.2,5,8
773,53,79772,20,Marketing,49.0,2,5
774,43,73762,14,IT,71.1,1,2
775,25,65106,26,HR,88.8,3,10
776,67,96121,30,Marketing,68.8,3,9
777,45,40559,14,Marketing,62.1,2,3
778,45,48742,22,Marketing,67.4,1,2
779,54,84669,23,Finance,74.2,0,1
780,58,95199,12,Marketing,64.8,4,8
781,53,36754,21,Sales,89.8,4,3
782,44,18972,36,Marketing,74.2,2,7
783,34,85831,32,Finance,68.3,1,1
784,26,56873,2,Marketing,59.4,1,1
785,50,109661,18,HR,80.8,3,9
786,37,24903,22,HR,80.5,0,8
787,30,18020,28,Finance,65.5,5,3
788,45,56755,29,Sales,48.2,1,6
789,65,100956,38,Sales,79.9,5,3
790,46,101988,24,IT,72.8,4,4
791,30,60648,36,Finance,79.0,5,1
792,63,118537,7,Marketing,98.5,0,5
793,52,24516,15,Finance,74.7,0,1
794,23,17396,7,IT,68.8,5,1
795,35,99082,0,Finance,61.2,2,10
796,68,34129,4,Finance,71.3,1,7
797,22,16591,2,IT,76.9,2,6
798,64,26303,0,Sales,75.6,5,2
799,42,45561,3,Marketing,95.7,1,2
800,19,86719,39,IT,81.0,3,7
801,27,107108,34,HR,73.4,2,1
802,47,114616,31,Sales,66.5,2,2
803,67,101231,33,HR,78.2,5,8
804,62,22314,24,Sales,64.1,4,6
805,22,34623,9,Marketing,77.2,5,2
806,50,82675,20,Marketing,80.8,2,7
807,18,111826,38,Finance,72.4,1,4
808,35,80082,26,HR,67.4,4,2
809,49,98624,26,Sales,48.8,5,6
810,64,48130,1,Marketing,88.7,5,9
811,66,66756,12,IT,79.8,2,9
812,28,112624,8,Marketing,80.1,2,8
813,38,41292,35,IT,56.3,3,3
814,43,101206,21,Sales,91.6,5,3
815,42,84274,25,Marketing,69.4,2,2
816,39,17469,11,Marketing,71.5,0,5
817,44,68947,16,Sales,62.2,4,4
818,66,37534,13,Marketing,53.6,0,7
819,30,78620,13,IT,88.9,4,4
820,50,63874,33,Marketing,90.4,5,9
821,51,64708,19,HR,73.0,3,2
822,58,89553,10,Finance,66.8,2,6
823,52,83344,15,IT,70.5,2,7
824,18,64138,30,HR,70.8,2,4
825,38,69302,5,Sales,60.6,5,6
826,65,62638,18,IT,71.5,4,7
827,23,93249,36,Finance,76.8,2,4
828,45,17719,3,Finance,87.2,0,8
829,34,37890,3,Sales,75.2,2,9
830,22,92236,19,Sales,56.1,5,1
831,48,51509,9,IT,79.2,3,7
832,22,57534,23,Marketing,71.9,0,9
833,55,117302,34,Sales,91.4,2,10
834,20,107241,25,Marketing,92.2,2,5
835,40,33787,36,HR,92.6,1,2
836,54,63845,37,Finance,68.3,4,10
837,54,72932,20,Marketing,98.9,0,6
838,27,107124,39,Finance,79.2,1,7
839,27,106659,38,Marketing,94.5,3,2
840,36,48062,20,HR,69.0,4,2
841,34,90713,9,Sales,71.4,0,10
842,38,102263,37,HR,78.3,2,10
843,31,110756,3,Sales,76.8,0,1
844,26,75461,19,Sales,90.1,2,4
845,63,90418,16,Finance,72.2,4,7
846,18,81672,6,HR,89.0,2,9
847,68,49832,3,Marketing,83.8,3,3
848,62,46966,28,HR,72.4,5,7
849,30,87545,13,Finance,82.9,2,7
850,21,27987,2,Sales,69.3,3,7
851,18,52311,23,Finance,103.2,5,2
852,66,46575,36,IT,43.0,4,6
853,57,78852,15,IT,83.1,4,2
854,49,16007,3,Marketing,53.8,0,6
855,51,85981,23,Finance,72.3,3,10
856,45,91242,33,Marketing,74.0,3,3
857,48,62517,29,Marketing,93.1,1,2
858,25,44257,17,IT,66.7,1,6
859,56,102272,18,Marketing,90.7,5,2
860,43,57207,30,IT,60.9,5,5
861,51,28281,18,Sales,91.2,1,2
862,20,76246,18,Finance,69.3,5,3
863,67,16435,21,Marketing,75.9,2,3
864,29,113875,23,IT,71.0,1,6
865,18,115686,11,HR,90.4,3,6
866,61,106357,29,Marketing,88.1,2,10
867,22,41660,37,Sales,80.3,5,3
868,47,20084,30,Sales,61.2,4,3
869,47,97197,35,HR,66.4,0,1
870,34,28507,18,IT,62.7,1,7
871,65,87595,35,Marketing,48.0,4,8
872,64,98807,29,IT,90.1,5,2
873,40,60539,32,Sales,71.1,3,4
874,32,22491,17,IT,70.9,0,10
875,54,65192,27,Sales,93.0,4,7
876,38,95395,10,IT,69.3,0,8
877,31,78888,32,HR,64.9,1,1
878,19,88609,16,Finance,72.3,5,4
879,28,24077,5,HR,61.4,3,6
880,68,35953,3,HR,79.1,5,3
881,56,91919,19,Finance,70.5,0,5
882,55,82889,26,Finance,68.9,4,10
883,51,38821,14,Marketing,67.9,1,9
884,55,52567,5,Marketing,73.7,1,3
885,67,39860,13,HR,76.0,5,5
886,51,36195,10,HR,68.8,4,8
887,35,92475,38,Sales,70.7,4,6
888,47,105874,8,Sales,74.0,0,4
889,32,102266,25,Marketing,72.8,5,8
890,44,36427,15,Marketing,75.4,5,3
891,68,115732,4,Sales,66.9,2,3
892,51,42083,9,Sales,87.1,5,4
893,69,102046,2,IT,76.2,1,9
894,55,72372,12,IT,69.0,0,5
895,50,59064,29,Sales,79.1,4,8
896,41,22813,5,IT,74.1,5,6
897,32,46598,16,Finance,54.2,0,3
898,47,108106,18,Marketing,79.1,5,8
899,59,42082,34,Marketing,62.8,4,9
900,68,44241,25,Sales,86.2,3,8
901,34,111214,4,HR,72.1,4,4
902,22,59569,28,Sales,84.4,4,6
903,46,26745,36,IT,67.4,4,1
904,21,41029,19,HR,75.8,5,4
905,27,28025,20,IT,89.5,2,8
906,34,116660,9,Finance,71.8,4,1
907,27,29288,4,IT,67.9,1,3
908,34,104186,35,Finance,82.9,1,1
909,37,21540,5,Finance,82.6,0,9
910,41,112768,25,IT,68.4,2,2
911,22,96958,3,IT,51.2,0,9
912,51,83878,38,Finance,67.7,1,4
913,23,56846,38,HR,83.1,1,2
914,19,116148,34,Finance,65.7,3,4
915,30,90932,0,Marketing,74.9,4,10
916,60,32482,23,Finance,67.1,1,6
917,60,38411,35,HR,51.8,5,7
918,65,65975,5,Marketing,66.9,5,3
919,28,75545,30,Sales,83.1,0,3
920,68,93797,19,Sales,46.6,0,10
921,64,67307,23,HR,78.0,4,8
922,40,18093,24,Finance,60.8,4,5
923,33,92258,35,IT,82.3,3,4
924,48,37042,20,HR,83.6,2,7
925,28,67930,29,Marketing,72.9,0,7
926,33,59413,23,Marketing,73.0,4,9
927,25,108623,29,Sales,65.3,0,9
928,21,112883,21,Marketing,58.9,4,5
929,57,48756,27,HR,95.4,1,8
930,21,68268,6,Marketing,64.6,0,10
931,42,54214,34,HR,93.8,1,1
932,20,96871,27,IT,64.7,0,9
933,49,43602,13,Sales,81.3,2,8
934,20,68331,9,Marketing,61.3,3,6
935,44,63901,15,HR,81.3,5,3
936,46,114986,15,Finance,71.1,5,3
937,49,78416,30,Sales,71.2,5,8
938,67,47196,24,IT,82.3,1,5
939,68,20626,12,HR,69.4,4,10
940,36,22424,5,IT,57.9,5,7
941,38,27857,8,IT,84.1,2,5
942,22,34982,35,Marketing,61.2,5,8
943,35,91961,19,Marketing,81.2,0,10
944,45,16980,17,HR,86.7,1,10
945,59,63290,20,Finance,70.5,0,4
946,39,41431,3,HR,89.2,0,2
947,38,99976,32,Finance,80.8,0,3
948,23,97711,26,IT,66.6,3,8
949,18,41385,6,Sales,91.8,3,7
950,22,53158,5,HR,61.3,4,2
951,58,38019,14,HR,70.5,1,6
952,29,33639,17,Finance,72.5,2,9
953,43,100530,31,IT,82.3,2,4
954,63,114911,10,IT,88.4,2,9
955,51,36563,19,Finance,87.6,0,2
956,66,54341,23,IT,77.7,3,2
957,31,20776,14,Marketing,71.6,1,9
958,43,51444,6,Sales,53.1,0,7
959,62,83916,20,HR,59.2,3,7
960,44,23711,25,Sales,96.2,3,1
961,26,89318,13,HR,53.0,5,6
962,43,97970,36,Marketing,65.6,5,7
963,64,100553,20,IT,88.7,1,6
964,39,45707,17,Finance,77.5,1,6
965,64,54110,4,Marketing,86.1,1,2
966,47,76788,2,Sales,81.5,0,6
967,60,97879,22,Finance,92.6,4,4
968,65,53827,25,IT,78.5,1,9
969,34,20655,36,Marketing,83.0,5,1
970,43,59859,23,Finance,66.3,4,8
971,53,68625,18,Marketing,82.0,0,5
972,18,67098,24,Marketing,70.2,4,1
973,25,30251,20,IT,69.6,2,4
974,66,15526,11,HR,85.7,4,1
975,52,83760,32,Finance,85.8,1,6
976,69,62837,3,IT,95.3,0,2
977,32,26536,6,Marketing,94.5,1,5
978,64,43541,21,IT,86.0,5,7
979,39,94083,32,HR,54.4,2,2
980,31,66027,16,Finance,96.9,5,6
981,43,49531,23,HR,86.0,1,6
982,45,23712,33,Sales,65.8,1,5
983,40,119101,27,Finance,83.7,1,5
984,31,80455,38,HR,62.6,3,3
985,41,89744,21,Marketing,82.4,2,10
986,19,20109,16,Finance,59.2,1,10
987,62,64268,33,Finance,65.3,1,2
988,43,115737,5,IT,83.5,5,7
989,31,69615,5,Marketing,87.9,5,1
990,68,97503,33,Sales,78.9,1,6
991,24,44759,0,HR,71.6,0,6
992,20,100708,9,IT,49.6,3,3
993,64,75112,20,HR,72.5,5,2
994,40,117471,4,Sales,81.4,0,2
995,63,41589,1,Sales,71.2,3,9
996,60,45015,21,Finance,74.7,1,5
997,64,44009,1,Sales,72.8,2,7
998,62,98309,9,HR,71.1,4,5
999,35,77046,33,Marketing,75.9,4,7
1000,55,41143,15,Marketing,71.7,1,4
